"y","s1","s2","s3","x_exp","x1"
NA,0,0,1,0,-0.38196026603507
NA,1,1,1,0,2.21349254657848
NA,1,1,1,1,0.270898485671742
NA,0,1,0,0,0.0426280710120501
NA,1,1,1,0,1.79844211906013
NA,0,1,1,1,-0.467257997563953
NA,1,1,0,0,0.627880475464224
0,0,0,1,0,-0.690456262657851
NA,1,0,0,0,0.238170084612063
NA,1,1,1,0,2.08931044579434
NA,1,1,0,0,0.0355233665796455
NA,1,1,0,1,-2.08556034014951
NA,1,0,1,1,-0.463743592981185
NA,0,0,0,0,-1.69722821589033
NA,0,0,0,1,1.22649376352332
NA,1,1,1,1,0.90857265834389
NA,0,1,0,0,-0.604284313029375
NA,0,0,0,0,-0.696685181598688
NA,0,0,0,0,-0.891420912358707
NA,1,0,1,0,-0.00901224779900242
NA,1,1,1,0,0.960162957868253
NA,1,0,1,1,-0.816703097304936
NA,0,0,0,0,0.949662735763262
NA,1,0,0,0,-1.91396824621759
NA,1,1,1,1,-1.3595504960332
NA,0,1,0,1,-0.848331290615767
NA,0,0,0,0,-0.196277699638805
NA,0,0,0,0,-1.0817878404907
NA,1,1,1,0,2.34287878455956
NA,0,0,1,0,-1.34382706637259
NA,1,1,1,1,-0.0485280350777177
NA,1,1,1,1,-0.209908426755202
NA,1,1,1,1,1.78200950448856
NA,1,0,0,0,-0.979281902440285
NA,1,0,0,0,-1.18669367767704
NA,1,1,1,0,0.713371491332687
1,1,1,1,0,0.782232190749409
NA,1,1,1,0,0.0153759771329701
NA,1,0,1,0,-0.763849301083887
NA,0,0,1,0,-0.980168686630636
NA,0,0,1,0,0.402562865137753
NA,0,0,0,0,-0.0371097336468567
NA,0,0,0,0,-1.50905220740105
NA,0,1,1,1,-0.885628766320792
NA,1,0,0,0,-0.253928856280662
NA,1,0,1,0,-0.260227867964658
NA,1,0,1,0,-0.460066735676284
NA,1,1,1,1,0.659223827587885
NA,1,1,1,0,0.228342482307673
NA,1,1,0,0,-0.287344660449074
NA,1,1,1,1,1.21780137561032
NA,0,0,0,0,-0.272005000492827
NA,1,0,0,0,0.384336894661785
NA,0,1,1,0,-2.00968118460219
NA,0,0,0,1,0.426526679564064
NA,1,0,1,0,-0.751383616638353
NA,0,1,0,1,-0.19976453117222
NA,0,0,1,1,-0.596160032301854
NA,0,0,0,0,0.275197401297503
NA,1,1,1,0,1.69419494605178
NA,0,1,1,0,0.496604493220447
NA,0,1,0,0,-0.0649185571161075
NA,1,0,0,0,-1.30391602601808
NA,0,0,0,0,2.76352932698491
NA,0,0,0,0,0.988439048627485
NA,0,0,0,1,1.71734483773077
NA,0,0,1,0,1.22757160201412
NA,1,0,0,0,0.714181553841144
NA,0,0,0,0,-1.11472235617805
NA,1,0,1,1,1.01270026760021
NA,0,0,0,1,-0.947562754660833
NA,1,1,0,1,0.289765045792333
NA,0,0,0,1,-0.0196420306302432
0,0,1,0,1,0.998742276617296
NA,1,1,0,1,0.531238428761556
1,1,0,1,0,2.009341546125
NA,1,1,1,1,0.345568840542941
NA,0,0,0,0,-1.0171399542294
NA,0,0,0,1,0.550650051920446
NA,0,0,0,0,1.36356907776258
NA,0,0,1,0,0.187406798898876
0,0,0,0,1,-1.4232613857652
0,0,0,1,1,0.827533632352659
NA,1,1,1,0,0.963316904810878
0,0,0,0,0,0.493449108803294
NA,0,0,1,0,-1.47280166506411
NA,1,1,1,1,-0.142247348819978
NA,0,0,0,0,0.977823131262424
NA,0,1,0,0,-0.785728167183457
NA,0,1,0,0,0.725499135202546
NA,1,1,1,0,-1.54321408837708
NA,1,1,1,1,0.295004948837752
NA,0,1,1,0,0.502412409762219
NA,1,1,0,0,1.11131997763635
NA,1,1,1,0,-0.368727902876108
NA,1,0,0,1,-0.851321360708242
NA,0,0,1,1,0.24911644832369
NA,0,0,0,0,-1.00199376811163
NA,1,1,1,0,-1.29055692962845
0,0,0,0,0,-3.42085099152368
NA,0,0,0,1,0.10929315344772
NA,1,0,0,1,0.204558134829168
NA,1,1,1,0,2.08295571601767
NA,0,0,0,1,1.91889812120925
NA,0,0,0,0,-0.44756258694681
NA,0,0,0,0,0.683550653267999
0,0,0,0,0,0.332656984390562
NA,0,1,0,1,-0.667194222205594
NA,0,0,0,0,0.340326390056714
NA,1,1,1,0,0.502136320236311
NA,1,1,1,0,0.00623855905544639
NA,1,1,1,0,0.502659562505827
NA,0,0,0,0,-0.109578905687534
NA,0,0,0,0,-0.726759575312689
NA,1,1,1,1,2.34747263794323
NA,0,1,1,1,0.817238600656824
NA,1,1,1,0,-0.807526365145232
NA,1,1,1,0,0.206953111695865
NA,1,1,1,0,-0.818443435437736
NA,1,1,1,0,0.693843900588619
NA,0,0,0,0,-0.131466601243684
NA,1,1,1,0,0.468811151894387
NA,0,0,0,0,0.0416060302445483
NA,1,1,1,0,-0.516598973385607
NA,1,1,1,1,-0.388967633987751
0,0,0,0,0,1.73123417707445
NA,1,1,1,0,-0.268948016750133
NA,1,1,1,0,0.245014238413928
1,1,1,1,0,-0.850619445255765
NA,1,1,1,0,0.282800497421879
NA,0,0,1,0,0.35671738195489
NA,0,0,0,0,-0.201942324697746
NA,0,0,1,1,-0.624690560710311
NA,0,0,1,1,-0.685114352875085
NA,0,0,0,0,0.0497647333478406
NA,1,1,1,0,-0.256010804692629
NA,0,0,0,1,-0.119552128559536
NA,0,0,0,1,1.01378868913329
NA,0,1,0,0,1.03572259481848
NA,1,1,1,0,-0.413063606280154
NA,0,0,1,1,1.07326300377595
NA,1,1,1,1,-0.601714012435979
1,1,1,1,1,-0.573565763190596
NA,0,0,0,0,-0.178164355219047
NA,0,1,0,1,-1.45739134973641
NA,0,1,1,1,-0.679451867352289
NA,1,0,1,0,-0.317334229388152
NA,0,0,1,1,0.943712769158418
NA,0,0,0,0,0.10262872421967
NA,0,0,0,0,-2.0083318480459
NA,0,1,0,0,-3.46885758546548
1,0,1,1,0,0.516752954265341
NA,0,0,0,0,0.109199667207173
NA,0,0,0,0,0.729567027844482
1,1,1,1,0,1.39576420217668
NA,1,1,1,1,1.01541174619175
NA,0,0,0,0,-1.23071491341122
NA,1,0,0,1,-0.169066542488438
NA,1,1,1,1,0.156623712408391
NA,0,1,1,0,-0.695431172480695
NA,1,1,1,1,0.302270048504605
NA,0,0,0,0,-0.732544211405105
NA,0,0,0,0,0.0346956930325722
1,1,1,1,1,0.521217057368242
1,1,1,1,0,0.0434149269828073
NA,1,1,1,0,-0.761233197991733
1,1,1,0,0,0.241177067709543
NA,0,0,0,0,-0.311462394028056
NA,1,0,0,0,0.0105385139592394
NA,0,0,0,0,0.594966805804933
NA,0,0,1,1,-1.03328915094353
NA,0,0,0,0,-1.54724144149231
NA,1,1,1,0,0.532378769374855
NA,0,0,0,0,-1.65516030658914
NA,1,1,1,0,0.462725541682998
NA,0,0,0,1,-0.979494298190861
NA,1,1,1,0,-0.724473934351756
NA,0,0,1,0,-1.29113087689721
0,0,0,0,1,-2.36898990519544
NA,1,1,1,0,-0.0828727990080638
NA,1,1,1,0,0.444912178234743
NA,1,1,0,0,-0.0109706029547114
NA,1,1,1,0,1.19094870164811
NA,0,0,0,1,-0.466727063169291
NA,0,1,0,1,0.571821033968551
NA,1,1,1,1,-0.555166003813784
NA,0,1,0,1,-0.776573295215225
NA,0,0,1,1,0.836017948273975
NA,0,0,0,0,0.100199666757045
NA,1,0,1,0,-0.0843314401280395
NA,1,1,1,0,2.07414260379158
NA,0,0,0,1,0.26919925830285
1,1,1,1,0,-1.2710968841353
NA,0,0,0,1,1.3205956926599
NA,0,1,1,0,0.0623349383875949
NA,1,1,1,0,0.414706606194653
NA,0,0,1,1,0.0231393742396301
NA,0,0,0,0,0.204010874537368
NA,1,1,1,0,0.845185272446183
NA,1,0,0,0,-1.06910485332366
0,0,0,1,0,0.718600095088378
NA,0,0,0,1,0.267212534241114
NA,0,0,0,0,-1.28834346645315
NA,0,0,0,0,-2.31020629629351
NA,0,1,1,1,0.407669623956993
NA,0,0,1,0,0.766139246094734
NA,0,0,1,1,-1.14784677742226
NA,1,1,1,0,-0.0497685243414531
NA,1,0,0,0,0.205532053761429
NA,0,0,0,0,0.0315853505057028
NA,1,1,1,0,-1.93705335378909
NA,1,1,1,1,2.36806321638316
NA,1,0,0,0,1.04991593407823
1,1,1,1,1,-0.975094295532855
NA,1,1,1,0,1.99937894922054
NA,0,0,0,0,0.866725705320291
NA,0,0,1,1,-0.00547899351059722
NA,0,0,1,0,0.499290619916308
NA,1,0,0,1,-1.28939681243599
NA,0,0,0,0,0.427461995852859
NA,0,0,0,1,0.959650299409618
NA,1,1,1,0,0.722097044323419
NA,0,0,0,0,-0.289992652809653
NA,1,1,1,0,-1.37264056997894
NA,0,0,0,1,-0.0863427033263774
NA,1,1,1,0,-1.03078710053724
NA,0,0,0,0,0.254773262302395
NA,0,0,1,0,-0.598301144928996
NA,0,0,1,0,1.61494506411351
NA,1,0,0,0,-0.621449361041414
NA,0,0,0,0,0.593015592340846
NA,1,0,1,1,0.0632493826710749
NA,0,1,0,0,-0.191887732220747
NA,1,1,1,0,-1.34192733229211
1,1,1,1,0,-0.444169160865789
1,1,1,1,1,0.807274723613748
NA,1,1,1,1,-1.11689328040335
NA,0,0,0,0,-1.38442300194424
NA,0,0,0,0,0.973427917653889
1,1,1,1,1,0.551383741169108
NA,0,0,0,1,-0.155928882677096
NA,1,1,1,0,1.72688271709179
NA,1,1,1,1,-0.0768378619633856
NA,0,0,1,0,-2.02435561904471
NA,1,1,1,0,0.746861694906669
NA,0,1,1,1,-1.30052341226288
NA,0,0,0,0,-1.40399517311145
NA,0,1,0,0,1.00612580812825
NA,0,0,0,0,-0.00266318675455775
NA,0,0,1,1,-1.89030679566695
NA,0,0,0,1,0.440313852014681
1,1,1,1,1,-0.0780524705015097
NA,0,0,0,1,-0.252113033352812
NA,0,1,1,0,-0.465551963390092
NA,1,1,0,1,0.448511273253763
NA,0,1,0,0,-0.926145058218713
NA,1,1,1,0,0.313998413089143
NA,0,0,0,0,-1.15282828453364
NA,1,1,0,0,-0.675646898142571
NA,0,1,0,0,0.0722249684268769
NA,0,0,0,1,0.307996705360969
NA,0,1,0,0,0.0459879142717034
NA,0,0,1,0,1.15012762322445
NA,0,1,0,0,-2.40921964856538
NA,1,1,1,0,0.373723839698318
1,1,1,0,0,-0.354886585146031
NA,1,1,1,1,-0.574975645587719
NA,0,0,0,0,-0.283530930952424
NA,1,1,1,0,0.325606841930461
NA,0,0,0,0,0.329628299458069
0,0,0,0,0,-0.616392755202247
NA,1,1,1,0,0.801993896681923
1,1,1,1,0,1.25855596399737
NA,1,1,1,0,1.18925245917524
NA,1,1,1,0,0.250176274402532
NA,0,0,0,0,0.540263394089851
NA,1,1,1,0,-1.48340529301737
NA,0,0,0,0,0.48636277311818
NA,1,1,1,0,1.35910021496713
NA,0,0,0,0,-0.278848551075942
NA,1,1,1,1,1.49643492241794
NA,0,1,1,0,1.65635932994237
NA,1,1,1,0,-1.36809266310076
NA,0,0,1,0,-1.07228933707704
NA,1,1,1,0,0.157475065073082
NA,1,1,1,0,0.948109976766009
0,0,0,0,1,0.438639727530041
NA,1,1,1,0,0.8501104750695
NA,0,1,1,1,0.475425691284888
NA,0,1,1,0,-0.804776960472028
NA,0,0,0,1,-0.69333527960049
NA,0,1,0,0,1.5181548217044
NA,0,0,0,0,0.215724442383083
NA,0,0,0,0,-0.661921057640991
NA,1,1,1,0,-0.270410024154022
NA,0,1,1,0,-0.0143913156442293
NA,0,0,0,0,0.691659772961468
NA,0,0,0,0,-0.240672264294511
NA,1,1,1,0,1.10792339360025
NA,1,1,1,1,0.928028053462901
NA,0,0,0,0,-0.611467577056693
NA,1,0,1,1,-0.558031662348488
0,0,0,0,0,-1.56537767378108
NA,0,0,0,1,0.805104813291938
NA,1,1,1,0,-0.106189204671804
NA,0,0,0,1,-1.07237480562544
NA,1,1,1,0,1.20833974347542
NA,1,1,1,0,-0.124217856659013
NA,0,1,0,1,-0.83292344493615
NA,1,1,1,1,-0.473763500082197
NA,1,1,1,0,1.90004714748678
NA,0,0,1,0,-1.01125990473175
1,1,1,1,0,0.270488387248667
0,0,0,1,0,-0.392229526044302
NA,0,0,0,0,0.303373976306063
NA,0,1,1,0,-0.908064454194352
NA,0,0,0,1,-0.483486109471709
NA,1,1,1,1,0.637250842330274
NA,0,0,0,0,0.509561631682205
NA,0,1,0,1,-1.2057084333035
NA,1,1,1,1,-0.454923875639978
NA,0,0,0,1,1.64073995313338
NA,0,0,0,0,0.689959256264343
1,0,1,1,0,1.40279649893847
0,0,0,0,1,-0.269870981377927
NA,0,0,0,0,-0.545669730393413
NA,1,1,1,1,0.116818242291207
NA,0,0,1,0,-1.77200192307272
NA,1,0,1,0,-0.2920917116968
NA,1,1,1,0,-0.242657268253096
1,1,1,1,0,0.779507726685114
NA,0,0,0,1,-0.793249696277251
NA,0,1,0,1,0.0424651701053163
NA,1,1,0,1,0.75426200538447
NA,0,0,1,0,0.122406937844776
NA,1,1,1,0,1.45471931759171
NA,0,0,0,0,-0.131544583923965
NA,0,0,0,0,0.104979318351594
NA,0,0,0,0,0.17712992298448
NA,0,0,1,0,-1.15787653706851
NA,1,0,0,0,0.936118046018321
NA,1,1,1,0,0.259661845075027
NA,1,1,1,0,0.708084280659728
NA,0,0,0,1,-1.32329374574449
NA,0,1,1,0,0.255520531776911
NA,0,0,0,0,0.418803991272793
NA,0,0,0,1,0.200804202972349
NA,0,1,1,0,-0.749538986085287
NA,0,0,0,0,-1.97488419762035
NA,0,0,0,0,1.769266742899
NA,1,0,0,0,0.426100190537544
NA,0,0,0,0,0.222470990944328
NA,1,1,1,0,0.0870184781529513
NA,0,0,0,1,-0.38853676295032
NA,0,0,1,0,0.665191299179997
NA,1,1,1,1,1.23978673363049
NA,1,0,1,0,-0.598546671087187
NA,0,0,0,0,-0.886547962143725
NA,0,0,1,1,-0.169937081427677
1,1,1,1,0,1.65978737546738
NA,0,0,0,0,-0.922751664883273
NA,1,1,1,0,-0.411559521896732
0,0,0,0,1,-0.882652886006511
1,1,1,1,0,-1.13921463976475
NA,1,0,0,1,-1.49276890834868
NA,1,1,1,0,0.253528992029601
NA,0,0,0,0,0.330944585064012
NA,0,1,1,1,1.02510586025538
NA,0,0,1,1,-2.05113141022356
NA,0,1,0,0,0.143739620712952
NA,1,1,1,0,-0.913677934759872
NA,1,1,1,0,1.45575165771372
NA,0,0,0,0,0.123624164301091
NA,0,0,0,0,0.0799209596567878
NA,0,0,0,0,0.789031189319589
NA,1,1,1,0,-0.0839251796193888
NA,1,1,0,0,0.0220190107198986
NA,0,0,1,0,0.28570045040715
NA,1,1,1,0,1.33025799445687
NA,1,0,0,0,-0.827153126208774
NA,0,0,0,0,-0.112384014354159
NA,0,0,0,0,-0.341602436514959
NA,0,0,0,0,0.48108879398215
NA,0,0,1,0,0.687783264105312
NA,0,0,0,0,-0.264618490178548
0,0,0,0,0,-1.35303409451545
NA,0,0,0,0,1.50211561614309
NA,1,1,1,0,-0.249409868787103
1,0,0,1,0,1.29731636252797
NA,0,1,1,0,-0.0864483316360724
NA,0,0,0,1,-0.745012925693304
0,0,0,0,1,-1.51670116302676
NA,1,1,1,0,-0.128032983615253
NA,1,1,1,0,1.306316516628
NA,0,0,0,0,1.74804494296452
NA,0,1,1,0,0.963557588467184
NA,0,0,0,0,-0.334619210719044
NA,1,1,0,1,1.04988335159948
NA,0,0,1,1,0.0719183017826121
NA,0,1,0,1,0.476842520405134
NA,0,1,0,0,-0.354225808710797
NA,1,1,1,0,-0.840209321071254
NA,0,0,0,0,1.63636948363336
NA,1,1,1,1,0.79579452259878
NA,0,0,1,0,-1.83442432754689
NA,0,1,1,1,-0.601762556513687
NA,1,1,1,1,0.995270671905901
NA,0,1,1,0,0.388391057724295
NA,1,1,1,0,1.28794694235453
NA,1,1,1,1,-0.525406344032315
NA,1,0,1,0,-0.273603895147167
NA,1,1,1,0,0.143810543741569
NA,0,0,0,0,-1.52015305004337
NA,0,0,0,0,0.320583373978173
NA,0,0,0,1,-0.562433599523444
NA,1,1,1,0,-0.988255485789155
NA,0,1,1,0,0.76426717676676
0,0,0,0,0,-1.03083704314051
NA,0,0,0,0,1.7139567920722
NA,1,1,1,1,-0.645806329100857
NA,0,1,0,0,-1.08489907773562
NA,0,0,0,1,-0.541966837065603
NA,1,0,1,0,1.36383895455609
NA,1,1,1,0,0.312709852548242
NA,1,1,0,0,0.130434509164547
NA,0,0,0,0,0.517012338291472
NA,1,0,1,0,-1.25812098036067
NA,1,0,0,0,1.01550726234712
0,0,0,0,0,-1.51831181636196
NA,1,0,0,0,0.284027166596035
NA,0,0,1,0,-1.26452281072759
1,1,1,1,0,0.281394232153602
NA,1,1,1,1,0.778944443775667
0,0,1,0,0,-0.721829745453425
NA,0,0,0,1,0.309850322424675
NA,1,1,1,0,1.8530195101912
0,0,1,0,0,0.182659717630985
NA,1,1,1,0,-1.08806047204533
NA,0,0,0,0,1.37386151414437
NA,0,0,0,0,0.773045611360891
NA,0,1,1,0,1.02280785755498
NA,0,0,0,0,-0.812771969059517
NA,0,1,0,0,1.09915175730696
NA,1,1,1,0,0.148846966809983
NA,0,0,0,0,-0.0502911356717091
NA,1,1,1,0,-0.642252597420837
NA,0,0,0,0,1.23208581690756
NA,1,1,1,0,-1.00281906022885
NA,0,0,1,0,-1.04196646993107
NA,1,1,1,0,1.86926241711239
NA,1,1,1,0,1.28743354688624
NA,1,1,1,1,0.654483525838894
NA,1,0,1,1,0.898547811022457
0,0,0,1,0,-2.75422527682963
NA,1,1,1,0,-0.539395937392885
NA,0,0,1,1,-0.64851214330166
NA,1,0,1,1,-2.15699425490543
1,1,1,1,0,0.959358955994644
NA,0,0,0,0,-1.76222012191002
0,0,1,1,0,2.32834969610461
NA,1,1,1,1,-0.126303503127416
NA,0,0,0,0,1.16180595614964
NA,0,0,0,0,-0.29238838264648
NA,0,0,1,1,-1.70566045021896
NA,1,0,1,0,0.805840786050266
NA,0,0,0,0,0.0467509181244656
NA,1,0,0,0,0.798634835657854
NA,1,0,0,0,0.671777369169668
0,0,0,0,0,-0.281719548907745
NA,0,0,0,0,0.0461369320918521
NA,0,1,1,0,0.954413296183334
NA,0,1,1,1,0.883301945241481
NA,1,0,1,0,0.125725316097573
NA,0,0,1,0,1.73038557078212
NA,1,1,1,1,2.17925827532574
NA,1,1,1,0,-0.364517060766314
NA,1,0,0,0,0.954952177470594
NA,0,0,0,0,-1.52637466067403
NA,0,0,1,0,0.916573325318415
0,0,0,0,0,-1.56909696306534
NA,1,1,0,0,0.582538495575942
NA,1,1,1,1,1.29429650221299
NA,1,1,1,0,0.310524339859595
NA,0,0,0,0,0.591499681407919
NA,1,1,1,1,0.0856847651105394
NA,1,1,1,0,-0.576470064252008
NA,0,0,0,1,0.284780061475813
NA,1,1,1,0,2.36036632724362
0,0,0,0,0,-0.249587832863989
NA,0,0,0,0,-0.537786398371931
NA,0,0,0,0,-1.78635156496896
NA,0,0,0,0,-0.303102550149454
NA,0,0,0,1,0.190754872667581
NA,0,0,0,0,0.751414595267886
NA,1,0,0,1,2.14013360586326
NA,1,1,1,0,0.672720527833974
NA,1,1,1,0,-0.966705572723748
NA,0,1,0,0,0.899085521717971
NA,1,0,0,0,1.10846111441196
NA,0,0,0,0,-0.802708192076579
NA,0,0,0,0,-2.03428961507383
NA,1,1,1,1,1.41264211186163
NA,1,0,1,1,0.875828148669879
NA,0,1,1,0,0.156710458065654
NA,1,0,0,0,-0.444048056524448
NA,0,0,0,0,0.125593387535488
NA,0,0,1,0,-1.13485173096576
NA,0,0,0,0,0.292757718429119
NA,1,1,1,1,-0.406897414424878
NA,1,0,0,1,-1.42133626979189
NA,0,0,0,0,0.801830680953715
NA,1,1,1,0,0.928745629176752
NA,0,0,0,0,-0.706862394785113
NA,0,0,0,0,0.632017981686297
NA,1,1,1,0,0.243885282883686
NA,1,1,1,0,-0.0734474398013337
NA,1,1,1,0,-0.57570500167157
NA,1,0,0,0,-0.471042831501955
NA,1,1,1,1,1.89437853359885
NA,0,0,0,0,-0.61706879698157
NA,0,0,0,1,-1.32592845650889
NA,0,0,0,0,0.300168208370733
NA,1,0,0,1,-0.357451363798411
0,0,1,0,0,0.829302455230623
NA,0,0,1,0,-1.43922074323632
0,0,0,0,0,-1.35669340203738
NA,0,0,0,0,1.32587489001545
NA,1,1,1,0,-0.829787225095885
NA,0,1,1,1,1.34916310339622
NA,1,1,1,0,-1.96492313370554
NA,0,1,1,0,-0.0717862893929195
NA,0,0,1,0,1.51805859646607
NA,1,1,1,1,0.488705547000062
NA,0,0,0,1,-0.269234105003102
1,0,1,1,0,-0.122171412464033
NA,0,0,0,1,-0.742136862568622
NA,0,0,0,0,-1.48999394209562
NA,1,1,1,1,0.864523730461235
NA,0,0,0,0,-0.969478415066459
NA,0,0,0,0,-1.69637135098959
NA,0,0,0,0,-0.210559304436946
NA,0,0,1,1,-0.408777755765356
NA,0,0,0,0,0.805606001608061
0,1,0,0,1,-1.54603000026005
NA,1,0,0,1,-0.747660537118944
NA,0,0,0,0,0.77507343836412
NA,1,1,1,0,2.72845750817645
0,0,0,0,0,2.43565214486266
NA,1,1,1,1,1.23786539836498
NA,1,0,0,0,-1.12629476715475
NA,1,1,1,0,-0.202608325144425
NA,1,1,1,1,-0.445253388518858
NA,0,0,0,0,0.174165067490751
NA,1,1,1,0,1.72990832897013
NA,0,0,0,0,0.940340416495706
NA,0,0,1,0,0.533073768248515
NA,0,0,0,0,0.890825999851286
NA,0,0,0,0,-1.6613207417695
NA,1,1,1,0,1.29063253565951
NA,0,0,0,0,0.597516245957384
NA,0,1,1,1,1.86403255137699
1,1,1,1,0,1.8821574120133
NA,0,0,1,0,-0.751333067433391
NA,0,0,0,1,-0.732464373084145
NA,0,0,0,1,-0.166798425776333
NA,0,0,0,0,1.67557354637233
NA,1,1,1,0,0.751040778920757
NA,0,1,1,0,1.45138360063539
NA,0,0,0,0,-0.265654552154234
NA,1,1,1,0,0.902823833074321
0,0,0,1,1,2.38857464193088
NA,1,1,1,0,0.639094754109242
NA,1,1,1,0,-0.125853922683608
NA,0,1,0,0,-1.66654272569867
NA,0,0,0,0,0.460596463110161
NA,0,0,0,0,-1.18898098528831
0,0,0,0,0,0.135041681462573
NA,1,1,1,0,-1.18870544857937
NA,1,1,1,0,1.13070652127585
NA,1,1,1,0,0.119985897315092
NA,0,0,0,1,0.167058452355194
NA,1,1,1,1,0.445596901623593
NA,1,1,1,1,0.934158918886863
NA,0,0,0,1,-0.692519478096947
NA,0,0,0,0,-0.609070256218311
NA,1,1,1,1,0.0565037089379902
NA,0,0,0,0,-1.73437884444543
NA,0,0,0,0,-1.26357228530378
NA,0,0,0,1,-1.12392012523726
NA,0,0,0,0,-0.249414660465451
NA,1,1,1,0,2.0258862232692
NA,1,1,1,0,0.0129959488925228
NA,0,0,1,0,0.06978907350782
NA,0,0,0,1,-1.78151453203053
NA,0,0,0,0,0.277046577878979
NA,0,0,0,0,-1.21208286970594
0,0,0,1,0,-0.327396233497607
NA,0,0,1,1,0.0406986877944029
NA,1,1,1,1,-0.0454510607293274
NA,0,0,0,1,-1.05449638902576
NA,0,0,0,0,0.325659246940894
NA,1,1,1,0,0.237619665180655
NA,1,0,0,0,-0.623668543190317
NA,1,0,0,1,-0.471782929409553
NA,1,0,1,1,-1.10779852264446
NA,1,1,1,0,2.15647993617296
NA,1,1,1,0,0.570692378320609
NA,1,1,0,0,-0.620953708878269
NA,0,0,0,1,-1.33796273076369
1,0,1,1,1,1.14178166805095
NA,0,0,0,0,-0.426589555579865
NA,0,1,0,1,-0.126644249351431
NA,0,0,1,0,0.770755800881495
NA,1,1,1,0,-0.218040562554499
NA,0,0,0,0,1.68970805279585
NA,1,0,0,0,-0.602612251417624
NA,0,1,0,1,0.24877507127426
NA,1,1,1,1,-1.04399403941987
NA,0,0,0,0,-0.585420079265658
1,1,1,1,0,0.517057155613647
NA,1,0,0,0,-1.15198569004636
NA,0,0,0,0,1.0240676241812
1,1,1,1,0,-0.199767747018219
NA,1,1,1,1,-1.70755368508034
NA,0,1,1,0,0.0272096870202175
NA,1,1,1,1,-0.00448557036634128
NA,1,1,1,1,0.0153574677669351
NA,0,0,0,0,-0.41339909127881
NA,0,0,0,0,-1.33743392712558
NA,1,1,1,0,1.55935188215354
NA,1,1,0,0,-1.34902538146753
NA,0,0,0,1,-0.594318050973425
NA,1,1,0,0,-0.684911526025871
NA,1,1,1,1,-1.77866764046407
NA,0,0,0,0,0.467087912344977
NA,1,1,0,0,1.11304816833751
NA,0,0,0,0,-1.27367809820394
NA,0,0,0,0,2.30198723983642
NA,1,1,1,0,1.77041180241558
NA,1,1,1,0,-0.589305137759363
NA,0,0,0,0,-0.806359225630184
NA,0,0,1,1,0.156303774526906
NA,0,0,0,1,-0.337635786781557
NA,0,1,1,0,0.671830309305545
NA,1,1,1,1,1.78800992012431
NA,0,0,0,0,0.00247085838092365
NA,0,0,0,0,-0.177105658393534
NA,0,0,0,1,0.476986331240008
NA,1,0,0,0,-0.235817825619368
NA,1,1,1,0,0.318294237890053
NA,1,1,1,1,-0.265853616405641
NA,0,0,0,1,1.59770229909249
NA,0,0,0,0,0.919100039966978
NA,0,0,0,1,1.29051494871285
NA,1,1,1,0,0.625026998909942
NA,0,0,1,0,0.308574688119014
NA,0,0,1,0,1.88484815976791
NA,1,0,0,0,-1.00255672524942
NA,0,0,0,0,-0.950740364073575
NA,1,1,1,1,0.251012009344287
NA,0,0,0,1,-1.29050321539138
NA,0,0,0,1,-0.202368110803598
NA,0,0,1,0,-0.500080938940575
NA,0,0,0,0,-0.374083507770042
NA,0,0,0,0,0.276756713972135
NA,1,1,1,0,0.352301136226111
NA,0,0,1,0,1.73373172776618
NA,0,0,1,0,-0.374646540623249
NA,0,0,0,0,-0.868162810765518
NA,0,0,0,1,1.39004146922437
NA,0,0,0,0,-1.31626067452367
NA,0,0,0,1,-0.947703749227357
NA,0,0,0,0,1.28020911640351
NA,1,1,1,0,1.4686422594516
0,1,1,0,1,-1.03526601545767
NA,1,1,1,0,0.0564195610306123
NA,0,0,0,0,-0.233531172063806
NA,1,1,1,0,-1.16462943275264
NA,0,1,1,0,1.43838408884582
NA,0,0,0,0,0.355711582802373
NA,1,0,1,0,-1.28134027230961
NA,0,0,0,0,-1.3650439503508
NA,1,1,1,0,-1.00789150757822
NA,0,0,0,0,1.14967409150119
NA,0,0,0,0,-0.858422468710631
NA,1,0,1,1,-0.719960940019022
NA,1,0,0,1,0.0194429426941144
NA,1,1,1,1,0.654470853946478
NA,1,1,1,1,0.887571733441663
NA,1,1,1,0,0.00708652867508538
NA,0,0,0,0,1.21646605802268
NA,0,1,1,0,0.764372114326243
NA,0,0,1,1,-0.340670470424679
NA,0,0,0,1,-0.674083357590103
NA,1,0,1,1,0.800531031422932
NA,0,0,0,0,0.82109011726275
NA,0,0,0,1,0.442733377166935
NA,1,1,1,0,-0.415151727644146
NA,0,0,0,0,-0.427844466659378
NA,1,1,1,0,1.10159021498649
NA,1,1,1,0,-0.997585447663867
NA,0,0,0,0,0.0253020615792241
NA,1,1,1,0,0.526031728223904
NA,1,1,1,0,1.27335841595813
NA,1,1,1,0,1.16206874974083
NA,0,0,0,0,-0.254446820298763
0,0,0,0,0,-1.83301816393023
NA,0,0,0,0,-0.046602468230216
NA,1,1,1,1,0.70046283704448
NA,0,0,0,1,-0.552859604490288
NA,1,0,1,0,0.381303430717239
NA,1,0,1,0,-0.486111004609794
NA,1,0,1,0,1.28788173836019
NA,1,0,1,1,0.83685582027233
NA,0,0,0,0,-0.528883193525222
NA,0,0,1,0,-1.38231551296693
NA,0,0,0,0,-1.89688227658742
NA,0,0,0,0,-0.331582861348544
